reader,attribute,book_count,positive_count,negative_count,neutral_count,observed_count,intent_count,preference_rate,exposure_rate,intent_rate,evidence_level
sarah,familles monoparentales,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,family - orphans and foster homes,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,family and relationships,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,family relations - fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fantasies,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fantasiewelt,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fantastische erza hlung,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fantastische literatur,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fantastischer roman,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fantasy films history and criticism,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,fantasy in fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fantasy--juvenile fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,farm life fiction,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,faschismus,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,faszination,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fathers and daughters,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,fathers and daughters -- fiction,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,fathers and daughters--fiction,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,fatigue,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fear,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,feelings,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,female assassins,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,female friendship,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,female friendship -- fiction,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,female friendship--fiction,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,feminism,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,feminismo,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,feminismo radical,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,femmes,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,femmes d tectives,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,feudalism,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,fey tina 1970-,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,fianc es,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fianc s,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiancees,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiances,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fibromyalgia,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,ficc on juvenil,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,ficci n fant stica inglesa,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,ficiton,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction - adult,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction - health and daily living - diseases illnesses and injuries,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction - people,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction - school and education,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction - social themes - special needs,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction alternative history,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction and literature,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction christian general,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction christian suspense,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction crime,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction cultural heritage,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction erotica,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,fiction fantasy collections and anthologies,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction fantasy dark fantasy,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction fantasy urban,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction friendship,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,fiction gothic,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction historical ancient,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction historical colonial america and revolution,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction historical new york n y,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,fiction historical world war i,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,fiction historical world war ii,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction horror,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction jewish,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction literature,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction media tie-in,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction mystery and detective amateur sleuth,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction mystery and detective historical,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction romance,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction romance clean and wholesome,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction romance contemporary life change events,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction romance friends to lovers,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction romance historical 20th century,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,fiction romance historical american,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,fiction romance historical general,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction romance historical regency and georgian,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction romance holiday,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction romance lgbt bisexual,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction romance lgbt general,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction romance lgbtq bisexual,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction romance new adult,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction romance paranormal,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction romance sports,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction sagas,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction science fiction adventure,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction science fiction apocalyptic and post-apocalyptic,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction study and teaching,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,fiction thrillers psychological,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fiction visionary and metaphysical,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fiction westerns,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,fictional work,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fictitious character,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fifth-graders,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fighting,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,film adaptations,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,films,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,finance personal,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,first loves--fiction,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,fitzgerald f scott francis scott 1896-1940,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,fitzwilliam darcy fictitious character,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,flechten,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,florida -- juvenile fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,florida description and travel,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,florida history,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fluch,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,flying,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,foin d'odeur,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,folk healers,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,folklore,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,food memoir and travel,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,food production,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,foorball,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,for national curriculum key stage 4 and gcse,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,forced marriage,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,ford prefect fictitious character,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,forecasting,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,foreign relations,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,forests and forestry,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,foster home care,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,foster home care fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,foster homes,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fox hunting,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,foxes as pets,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,foxes fiction,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,fr res,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fraises,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,france -- history -- charles vii 1422-1461 -- fiction,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,france history house of valois 1328-1589 fiction,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,frankfurt school of sociology,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,freemasons,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,french,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,french fantasy fiction,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,french fiction,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,french language readers,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,french-canadian dialect,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,fresas,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,friendly,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,friends-to-lovers,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,friendship in adolesce,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,frontera y exploradores,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,frontier and pioneer life,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,frontier and pioneer life fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fruits,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,frustration,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,fugitivos,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,futur,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,g n rosit,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,g n ticiens,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,g n tique,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,gamblers,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,gamblers -- massachusetts -- boston -- biography,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,gambling,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,gambling -- nevada -- las vegas,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,game protection fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,game shows,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,games fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,gaming,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,gandalf fictitious character fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,gangs,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,gangs -- fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,gangs fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,gar ons,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,gardening fiction,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,gardens,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,gardens fiction,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,garten,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,gay men fiction,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,gay teenagers,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,gays,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,geeks computer enthusiasts,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,gefahr,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,geheimbund,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,gen tica,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,gender and violence,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,general see also headings under family,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,general see also headings under social themes,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,generosity,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,genesis,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,genetics -- research,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,genetics -- research -- fiction,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,genius in fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,genre high fantasy,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,genre science fiction,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,gentry -- england -- fiction,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,geografia historia,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,geologia historica,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,geological time,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,geology -- west u s,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,german,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,german authors,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,german fiction,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,german history,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,germany,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,germany history fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,gesellschaft soziologie,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,gesellschaftskritik,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,gestapo,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,ghosts,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,giant spiders,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,giants,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,giants fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,gifted children - fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,gig economy,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,gigante,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,girl next door,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,girls -- juvenile fiction,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,girls with disabilities,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,glacial epoch,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,glise catholique,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,goal psychology,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,goblins,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,goddesses,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,gods,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,gods and goddesses,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,gods--fiction,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,gollum fictitious character,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,goslings,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,government relations,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,grade max 2,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,grade max 3,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,grade max 6,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,grade min 3,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,grades 4-7,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,graduate students,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,grandparent and child,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,graphic novel,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,gratitud,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,gratitude,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,gray wolf,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,great britain history 19th century fiction,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,great britain history fiction,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,great gatsby fitzgerald f scott,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,great plains,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,greece fiction,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,greed,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,greek cooking,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,greek gods,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,grizzly bear,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,grossesse,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,group identity,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,guerra civil,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,guerra mundial ii,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,guerras imaginarias,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,guerre mondiale 1939-1945,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,guerres et batailles imaginaires,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,guides de l' tudiant,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,h k le a canoe,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,habiletes de survie,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,hackers,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,halloween fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,han yu,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,handbooks manuals,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hanukkah,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,harc lement,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,hard sci-fi,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hard science-fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,harmonica,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,harry potter,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,harvard university,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,hate,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hawaii -- juvenile fiction,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,hawaii fiction,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,hawaiians,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,health and daily living,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,health and fitness,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,health and fitness women's health,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,heather's pick,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,hechicer a,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hegemony,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,heiresses,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,heparin,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,herb gardening,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,herbals,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,herbicides,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,herbs,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,hermanos e hermanas,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hermanos y hermanas,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,heroism,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,hexes,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,hierba sagrada,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,hierbas,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,hierbas medicinales y arom ticas,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,hierbas medicinales y aromaticas,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,high school,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,high school seniors,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,high school students -- fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,high school students--juvenile fiction,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,high school students--social conditions,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,high school students--social conditions--fiction,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,high school students--social conditions--juvenile fiction,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,high schools -- fiction,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,high schools -- juvenile fiction,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,high schools in fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,high schools--fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hispanic american television actors and actresses,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hispanic americans,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,histoire des am riques,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,histoire indig ne,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,histoire sociale,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,histoires,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,histoires pour enfants,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,historia sagrada,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,historia social,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,historical drama,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,historical romance,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,historie,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,historiens noirs am ricains,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,history and criticism,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,history modern,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,history modern 20th century,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hm 206 d537g 1999,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hm206 d48 1997,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hm206 d48 1999,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hm206 d48 2005,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hmong language materials,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,hoarders,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,hoarders -- united states -- biography,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,hobbit an unexpected journey motion picture,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hobbit tolkien j r r,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hobbits,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hobbits fictitious characters,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hobbits personnages fictifs,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hockey players,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,hogwartes school of witchcraft and wizardry imaginary place,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hogwarts school of witchcraft and wizardry imaginary place -- juvenile fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hogwarts schools of witchcraft and wizardry imaginary place,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,holiday,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,holidays and celebrations - christmas and advent,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,holidays and celebrations - valentine's day,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,holidays and festivals - christmas,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,holidays and festivals - valentine's day,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,holidays fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hollywood los angeles calif -- fiction,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,holocaust,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,holocaust jewish 1939-1945 fiction,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,holy spirit,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,hombre,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hombres gays,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,homecoming,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,homeless children,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,homeless person,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,homeless persons -- fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,homes and haunts,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,homicide,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,hommes,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,hommes noirs am ricains,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,homosexualitet,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,homosexuels masculins,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,honolulu hawaii -- fiction,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,honolulu hawaii -- juvenile fiction,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,hope,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,horror ghost stories young adult,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,horsemanship -- juvenile fiction,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,hounds,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,household employees -- fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,household employees fiction,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hu fanos,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,huerfanos,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,hula dance,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,hula dance -- fiction,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,hula dance -- juvenile fiction,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,human abnormalities,1,1,0,0,1,0,1.0,1.0,0.0,sparse
